depth (ft),WOB (lbf),RPM,ROP_data ft/hr
1965.8251,42359.25,82.8375,40.3
1965.9,42219.5,79.175,43.0125
1966.1375,33201.25,84.5375,37.5375
1966.2001,33065,83.6125,40.275
1966.25,33574.125,83.8125,27.2
1966.3,35085,85.2,29.05
1966.3125,37080.625,83.9375,41.4375
1966.4,37184.75,82.7125,46.1875
1966.5,38643.75,83.3375,44.3125
1966.6,41106.25,82.85,49.3125
1966.65,37839.125,83.6,32.35
1966.7001,37867.625,83.4625,32.8
1966.8,37795,85.4625,31.1125
1966.8375,38911.25,83.925,35.6625
1966.9,38709.25,84.4,35.9875
1967,39733,82.6875,34.3375
1967.0375,40842.375,83.925,36.625
1967.1,40971.125,82.55,36.325
1967.2001,34126.5,86.1,30.375
1967.2626,35882.375,86.2625,35.6
1967.3,36291.25,84.2375,38.2375
1967.3876,37444,84.1,40.0625
1967.5,41233.125,84.4,40.9
1967.7251,38445.75,84.3625,27.125
1967.8,38652,84.675,26.2375
1967.8125,37751.5,84.1,17.475
1967.9,37522.625,84.7125,17.075
1967.9125,26131,49.3,31.8
1967.9375,37432.375,84.075,12.875
1968,37385.25,84.1125,13.65
1968.05,37529.75,84.0875,25.2125
1968.1,37552.375,83.7875,26.7125
1968.15,37697.125,83.65,22.4375
1968.2001,37738.875,84.6875,21.5375
1968.2251,38322,85.175,16.225
1968.3,39102.75,84.875,20.125
1968.3251,40263,83.9375,31.2125
1968.4,39928.875,83.6375,31.6875
1968.4375,39991,83.8,26.9125
1968.5,39872.25,83.45,26.5875
1968.5875,39719.375,83.3125,32.3125
1968.6,40169.5,83.3125,34.2875
1968.625,40553,82.85,32.375
1968.7001,40148.125,83.625,33.65
1968.8,40595.625,83.8,46.3
1968.8125,39992.75,81.775,48.4875
1968.9,39611.625,82.5375,47.4
1968.95,39556.75,83.6125,41.275
1969,39727,83.4625,41.4625
1969.025,39711.375,82.8375,43.1125
1969.1,39977.375,82.4375,47.4625
1969.8125,41069.625,83.15,47.5
1970.675,34616.5,83.775,17.0875
1970.7001,34829.25,83.7875,21.15
1970.7251,34413.625,83,34.5875
1970.8,34121.75,83.2875,34.7375
1970.8625,36436.375,82.55,34.4625
1970.9,35978.625,83.3125,34.1375
1970.9125,34102.375,82.3875,41.3125
1971,34355.375,82.2625,42.325
1971.1,36414.125,82.25,48.2375
1971.1875,36154.875,81.6125,41.4
1971.2001,36364.875,80.875,41.625
1971.2626,37374,81.325,44.95
1971.3,37238,81.8,44.8875
1971.3501,38181.875,81.275,40.4375
1971.4,38391.25,81.5875,41.5125
1971.6,38808.375,81.175,47.1875
1971.6125,38827.625,80.3875,44.075
1971.7001,38460.625,81.475,43.875
1971.7876,38720,82.4125,46.4125
1971.8,38452,82.7,47.375
1971.9,39019.625,82.1125,41.925
1971.975,38523.375,81.7875,42.0125
1972,38481.125,81.6375,43.525
1972.0625,38999.875,81.5,43.7
1972.1,38872.125,82.25,41.175
1972.1875,38629.875,81.5,36.9375
1972.2001,38642,82.5375,38.9875
1972.25,39230.5,81.65,49
1972.3,39489.375,82.1,46.2375
1972.3375,39911.875,81.7875,32.8
1972.4,40112.25,81.9125,34.725
1972.5,39612.625,82.5375,29.125
1972.525,39613.875,82.8875,23.9875
1972.6,39402.875,82.725,25.0375
1972.6375,39614.875,81.625,29.4
1972.7001,39572,82.2625,29.1375
1972.7876,39874.875,83,31.9125
1972.9,38322,83.6625,22.8625
1973,38601.875,84.225,29.4
1973.075,39068.25,85,31.6
1973.1,39919,83,30.575
1973.1626,39168.5,82.55,27.175
1973.2001,38778.625,83.175,27.375
1973.3251,40310.875,84.7,22.45
1973.4,39821.875,84.7125,23.4625
1973.425,39455.375,84.25,24.1
1973.5,39574.5,83.95,23.325
1973.6,39427.125,83.4625,27.3375
1973.625,39711,84.2375,24.4625
1973.7001,39703.25,85.625,25.1
1973.75,38938.875,83.0125,29.05
1973.8,39085.625,83.8,30.9125
1973.8251,39267,84.3875,31.1125
1973.8375,27749.25,91.325,17.5375
1973.9,38928.75,84.4125,29.9875
1973.95,38997.5,83.45,25.175
1974,39290.375,84.25,25.1625
1974.1,39404.5,83.775,24.2875
1974.175,39598.875,83.0375,26.5375
1974.2001,39648.25,83.0125,27.4375
1974.2251,38942.25,83.75,23.1625
1974.3,39273.25,85.325,23.4
1974.3125,39260.5,83.4625,23.775
1974.4,39286,84.0625,24.9125
1974.4625,39757.625,82.85,25.175
1974.5,39878.625,82.85,25.1875
1974.5875,40556.125,84.3875,30.375
1974.6,40761.25,80.7,37.55
1974.6626,40824.75,83.0125,26.1375
1974.7001,40687.875,83.3375,25.9375
1974.7375,40875.125,82.4,36.3375
1974.8,40855.625,82.25,34.675
1974.875,41167.125,83.475,26.9875
1974.9,40953.625,82.375,26.45
1974.975,40894.75,82.6875,30.9
1975,41741.75,82.875,29.95
1975.1,41232.625,83.6375,32.375
1975.2001,41413.5,83.45,20.6625
1975.275,40993.25,83.3,18.375
1975.3,40905.75,83.0375,19.1375
1975.3625,40754,84.3875,36.0125
1975.4,40620.125,84.0625,40.3625
1975.8,33385.875,92.4125,30.6875
1976.0625,30613.625,90.45,28.1125
1976.7875,27770.625,49.0625,17.7625
1977.5,43617.125,87.8,13.8
1977.7626,38619.25,86.7,19.6875
1977.8,38564.375,84.8375,23.7875
1977.8876,38766,85.175,41.975
1977.9,38471.25,85.175,41.3875
1977.975,39024.25,86.5625,32.0625
1978,38958.375,86.7,33.675
1978.025,38185.25,85.025,33.6625
1978.1,38067.25,85.5,34.5375
1978.175,38569.5,85,35.6125
1978.2001,38059.625,84.8625,34.7875
1978.25,38782.625,85.0125,46.3
1978.3,38664.875,85.1625,46.8125
1978.5875,28350.125,89.175,43.4375
1979.05,38449.25,84.7875,25.8875
1979.1,38942.5,84.5375,33.225
1979.6,34996.5,87.175,12.05
1979.6125,34466.625,86.725,7.85
1979.7001,34773.875,87,6.325
1979.775,26881,48.4375,17.35
1979.8,33459.25,87.5,7.3
1979.9,34191.875,86.8625,47.35
1979.9125,36405.875,84.325,40.6
1980,36550,84.55,42.125
1980.025,37061.375,84.85,39.825
1980.1,38954,85.175,40.0875
1980.1875,40559.75,83,49.325
1980.4375,42031.75,84.5375,32.7125
1980.5,42684.125,84.2375,29.65
1980.5375,38039.125,84.125,10.0375
1980.6,38109.875,85.6375,12.875
1980.625,37771.75,84.8625,35.8875
1980.7001,37202.875,84.225,37
1980.75,37317.75,85.475,44.6625
1980.8,37730.625,84.125,47.4
1980.8125,37390.5,85.025,28.55
1980.9,37156.5,84.4125,28.35
1980.975,37321.5,85.35,44.125
1981,37635.875,85.175,43.4625
1981.0625,37606.125,84.7125,39.2
1981.1,37556.375,85.925,40.2125
1981.2001,37106.125,83.8,39.5375
1981.2375,36463.375,84.7125,17.375
1981.3,36089.5,84.7,15.5125
1981.3501,36546.25,84.1125,38.3875
1981.4,37266.5,84.4,42.2125
1981.45,36981.5,84.55,33.075
1981.5,36829.75,83.7875,37.1375
1981.925,36665.5,84.225,34.375
1982.0625,36549.875,84.4,35.45
1982.1,36430.25,84.25,37.225
1982.1125,37676.75,85.0125,28.3375
1982.2001,36563.75,83.925,30.5875
1982.2626,36068.75,84.375,19.35
1982.3,36590.875,83.6,26.0625
1982.3625,36624.5,83.925,49.5125
1982.4,36196.5,83.925,40.275
1982.5,36872.25,84.375,32.725
1982.5375,37087.75,84.075,29.9
1982.6,37429.125,84.7375,29.025
1982.6626,36626.375,83.5,29.725
1982.7001,36724.25,83.8,31.425
1982.7626,36901.875,84.3875,25.1875
1982.8,36926.75,83.6,26.5375
1982.8876,36718.5,84.075,25.4625
1982.9,36974.25,84.0625,26.9
1982.9875,36586,83.325,26.1625
1983,36893.25,83.475,26.875
1983.0875,36948.125,83.925,25.6875
1983.1,37529.125,83.8,30.375
1983.1626,38002.5,83.9125,36.3625
1983.2001,37827,83.7875,29.05
1983.3,37727.375,83.3125,34.5375
1983.3876,38089.75,83.15,35.7
1983.4,38182,82.675,35.9875
1983.45,37810.625,81.9625,46.2375
1983.5,38053.75,82.7,46.4
1983.55,37862.25,81.6,40
1983.6,38334.75,83.8,40.4
1983.6875,38439.625,82.3875,39.8125
1983.7001,38329.375,82.85,41.125
1983.7876,38307.5,82.85,32.2875
1983.8,38310.5,82.55,31.7875
1983.8876,37918.125,81.7875,41.5375
1983.9,38340.875,79.925,49.95
1984.2001,37864.625,82.25,43.85
1984.2125,37975.75,82.7,48.2
1984.3,38274.625,81.6375,46.65
1984.3125,38230.25,82.8625,35.325
1984.4,38627.125,84.5375,35
1984.4375,38045.625,81.775,39.8375
1984.5,38248.375,80.875,44.0125
1984.6,38598.875,84.1125,41.6125
1984.9,31945.875,86.0875,7.6625
1985,35065.375,83.8,40.125
1985.3625,34668.375,84.8625,12.3
1985.4,35711.625,83.6125,32.9
1986.2001,31237.5,85.175,10.5875
1986.2125,31327.75,85.4875,39.0375
1986.3,31845.375,84.55,43.6
1986.3375,32229.375,84.55,46.7875
1986.4,34036.5,85.325,47.8875
1986.6,35009.75,84.75,45.3625
1986.6875,34736.75,85.95,33.4625
1986.7001,35944.875,85.0125,36.5875
1986.7876,36508.875,84.4125,37.725
1986.8,36384.5,84.8625,41.325
1986.8375,36758.125,82.0875,39.3875
1986.9,40216.375,83.025,46.525
1987.1626,34000.125,85.95,18.0875
1987.2001,33818,84.7,17.5625
1987.275,35136.25,85.5,38.5375
1987.3,34989.5,86.075,36.5875
1987.3501,35153.375,84.7125,34.775
1987.4,34837.125,84.5625,39.125
1987.425,35653.25,85.6375,45.3625
1987.5,37122.75,85.8,48.7625
1987.8625,37287.5,85.625,18.5375
1987.9,37149.125,85.775,19.5375
1987.95,36810.25,86.075,25.7
1988,36488.125,85.775,30.5875
1988.0875,36062.625,85.9375,21.3875
1988.1,35907.625,85.6125,25.0875
1988.15,36051.75,87.325,36.0875
1988.2001,36098.375,84.2375,40.2125
1988.25,35977.25,85.6375,41.2375
1988.3,36020.375,85.0375,38.0125
1988.3501,37200.125,83.775,48.475
1988.4,38238.5,85.475,49.8875
1988.45,38236.625,86.25,49.9125
1988.5125,39632.5,84.5375,45.225
1988.7125,42206.875,83.925,34.2
1988.8,42183.875,85.5,33.675
1988.8501,41813.75,85.5,20.6375
1988.9,41974.5,85.475,21.15
1988.95,42052.125,85.85,18.325
1989,41786,85.6375,19.05
1989.0125,41396.125,85.8,23.875
1989.1,41900.875,85.4875,23.5875
1989.2001,41815.875,85.475,33.5125
1989.2375,41687.375,85.475,29.0625
1989.3,41815.125,85.7875,33.15
1989.3625,41688.125,85.4875,40.6
1989.4,41968.875,85.625,41.5125
1989.45,42337.5,84.8625,41.7
1989.5,42364.875,85.475,39.5125
1989.55,42406,86.7,20.8125
1989.6,42134.875,86.4,21.075
1989.675,42344.125,86.7,15.9
1989.7001,42471.5,85.1625,15.6125
1989.7251,42525.5,84.7,13.6875
1989.8,42624.875,84.0625,13.4875
1989.8625,42460.625,85.475,11.6875
1989.9,42426,85.8125,10.3125
1990,41899.5,85.6375,5.225
1990.0125,42527.75,85.8,18.0125
1990.1,41739.875,86.0875,17.9125
1990.1875,41962.25,85.625,25.1125
1990.2001,42084.625,86.7,24.3875
1990.2375,42980.25,85.6375,14.875
1990.3,42764.875,85.7875,16.375
1990.3251,42211.625,86.7,17.25
1990.4,42547.875,86.2625,18.8
1990.45,42323.625,84.4,9.8125
1990.5,41878.625,85.7875,11
1990.525,42647.375,85.3125,19.025
1990.6,42397.25,86.1,18.2625
1990.6125,42839,86.4,22.5625
1990.7001,42690.875,87.0125,21.4375
1990.8,42453.5,86.7125,22.95
1990.8625,42244.375,86.5625,27.325
1990.9,42753.125,87.175,26.1875
1990.95,43282.375,86.2625,35.675
1991,43082.5,85.7875,37.2625
1991.05,42085.25,85.325,12.25
1991.2001,42277.125,84.6875,19.675
1991.2375,42530.75,83.9125,19.4
1991.3,42639,84.725,17.675
1991.4,42155.625,84.225,18.8125
1991.4125,42355.375,84.55,22.8625
1991.5125,41939.25,84.3375,26.0875
1991.6,42196.75,85.8375,26.3625
1991.7001,42670.625,84.85,14.625
1991.8,41777.125,83.7625,28.1
1991.875,41957.875,83.775,22.3125
1991.9,41936.5,84.55,24.25
1991.925,42041.125,83.625,23.1875
1992,42159.625,83.9,24.25
1992.05,41623.25,83.625,21.5375
1992.1,42175.5,83.6375,22.7875
1992.125,42598.5,84.0625,21.5375
1992.2001,42168.625,82.675,23.3375
1992.2125,42527.5,83.7625,26.0375
1992.3,42497,82.55,27.6625
1992.4,42457.375,83.325,28.575
1992.4875,42427.75,82.7125,29.025
1992.5,42152.625,83.325,29.1125
1992.5875,42659.5,81.325,39.1375
1992.6,42806.375,82.8625,39.625
1992.675,42616.625,83.6125,32.175
1992.7001,43034.5,82.55,31.5125
1992.775,42812.125,83.775,16.1
1992.8,42984,84.8875,16.025
1992.8501,42709.375,84.7125,17.4625
1992.9,42893.5,83.9,19.7375
1992.9125,42804.875,82.2375,17.0125
1993,42723.375,83.5125,17.3125
1993.05,43148.125,83.7625,22.0125
1993.1,42666.125,80.875,21.9
1993.15,43048.625,83.9625,29.9375
1993.2001,42472.625,82.8625,30.925
1993.25,42874.875,82.25,28.3
1993.3,42557.25,83.15,32.15
1993.3251,43686,82.075,24.025
1993.4,43667.25,83.95,22.875
1993.4125,43540.75,82.7125,24.9875
1993.5,43505.375,84.5875,23.825
1993.525,43145.25,83.925,17.15
1993.6,43179.5,83.925,16.3375
1993.6125,43219.875,83.3375,23.5125
1993.7001,43311.625,83.7625,22
1993.75,43477.875,83.625,25.2625
1993.8,43363.625,83.1875,26.65
1993.8125,43499.625,83.7625,25.275
1993.9,43557.25,84.0625,26.025
1993.9625,43521.625,84.7125,25.825
1994,43732.25,84.2375,26.225
1994.025,43265.125,84.4125,34.1875
1994.1,43482.75,84.1,35.325
1994.2001,43855.5,84.0625,23.175
1994.3,43423.875,82.55,27.6125
1994.3375,43520.625,82.7125,41.8875
1994.4,43605.875,83.6125,41.5625
1994.425,43438.625,83.35,38.3875
1994.5,43322.75,84.1,35.275
1994.5125,43335.25,83.6125,30.3875
1994.6,43894.625,84.5375,31.325
1994.675,43028.375,85.475,25.9
1994.7001,43050.75,83.6125,27.7375
1994.75,43673.625,84.525,22.6625
1994.8,43607.75,84.125,24.2625
1994.8625,43496.5,84.575,25.5375
1994.9,43623.375,84.225,29.1125
1994.9375,43415.625,84.0625,18.0875
1995,43503.375,84.85,17.625
1995.075,43530,84.3875,18.9625
1995.1,43124.125,84.7375,20.5
1995.1875,43171.625,84.1,26.6125
1995.2001,43204.625,83.8125,26.9375
1995.275,43311,83.9125,20.4
1995.3,43662.625,83.6,21.8
1995.3876,43099.5,83.9,25.3125
1995.4,43838,84.075,24.175
1995.5,43761.75,83.3375,29.7125
1995.5875,43044,83.9375,25.7875
1995.6,43172.25,82.0875,26.0125
1995.6376,28531.625,42.7375,23.575
1995.65,43841.125,83.925,43.35
1995.7001,44475.25,81.625,43.75
1995.8,44112,83.4625,27.3
1995.8375,43836.5,83.025,28.65
1995.9,43856.5,84.25,28.7125
1995.95,43643.25,82.525,27.55
1996,43725.5,83.325,29.2875
1996.1,43812.25,82.55,33.9125
1996.175,43857.625,80.8875,41.675
1996.2001,43926.75,82.5625,43.25
1996.3,43557,81.475,49.6375
1996.4,43609.875,82.1,47.95
1996.525,44419.75,83.3375,32.1875
1996.6,44173.625,83,30.375
1996.6375,44335.125,83.175,33.4125
1996.7001,44311.625,82.0625,32.15
1996.8,44346.5,83.9,30.3625
1996.8375,44475.75,83.0125,31.55
1996.9,44230.5,82.075,31.7875
1996.9375,44474,83.6,26.025
1997,44219.375,83.3125,29.025
1997.025,44286.125,83.3375,27.1
1997.1,44571.125,82.25,26.0125
1997.175,44244.75,83.7625,28.9875
1997.2001,44538.75,82.6875,29.2125
1997.275,44873,81.925,32.575
1997.3,44718,83.3,29.475
1997.4,46114.25,83.0125,32.8875
1997.4375,44656.5,83.775,27.6125
1997.5,45076.375,83.15,29.35
1997.5375,44607.5,82.8625,31.9875
1997.6,44736.875,83.8,32.525
1997.6125,44874,82.0875,30.8125
1997.7001,44864.375,82.2375,31.525
1997.7125,44669,80.3875,40.925
1997.8,44675.375,80.7,40.4375
1997.8501,45004.75,79.675,39.6125
1997.9,44762.125,80.7125,43.0875
1998.2125,32787.25,83.9375,29.1875
1998.3,32778.625,85.3625,30.875
1998.3375,32528.75,84.7375,32.85
1998.4,32896.375,84.225,39.7125
1998.4875,33035.5,84.3875,32
1998.5,32980,83.3375,33.425
1998.5375,33141.75,83.95,46.325
1999.075,35359.5,83.775,47.4125
1999.1,35452.875,83.6,42.825
1999.15,35197.625,84.3875,23.1
1999.2001,35407.875,83.3125,24.975
1999.3,34893.25,84.575,19.575
1999.4,35042.75,85.475,10.0125
1999.5,34665.5,84.3875,6.6
1999.6125,36853.875,83.025,40.6625
1999.7001,37415.375,83.9375,37.6125
1999.7375,37039.25,84.075,6.1
1999.8,37115.875,82.85,11.7
1999.9,36744.75,83.35,48.5625
1999.9875,38938.375,82.7,45.3
2000,39727.375,83,47.5
2000.2251,45056.5,83.3,43.5375
2000.3,45731.25,84.0875,44.25
2000.45,39626.625,83.0125,10.6625
2000.5,39725.375,83,13.0625
2000.525,40325.375,83.3125,37.0625
2000.6,39743.75,83.0125,38.55
2000.6375,40468.25,83.625,22.7625
2000.7001,40196.125,83.15,19.325
2000.7251,40032.875,83.325,31.0375
2000.8,40304.125,83.1875,30.5375
2000.875,39637.375,83.3125,27.7
2000.9,39915.25,82.85,28.775
2001,39682.5,82.85,25.275
2001.0625,40413.125,85.95,22.775
2001.1,41577.5,84.85,26.3125
2001.1875,42537.875,84.7125,27.9125
2001.2001,42392.625,84.575,26.475
2001.275,41889,83.475,19.525
2001.3,41568.125,84.5375,19.1625
2001.4,41824.5,84.4,26.7875
2001.4625,42189.25,84.225,20.2
2001.5,42488.375,85.35,21.1625
2001.575,41788.625,84.6125,26.7625
2001.6,42001.875,84.2375,26.4625
2001.6375,41537.25,84.55,23.2125
2001.7001,41831.875,83.625,23.55
2001.7251,41756.75,84.5375,25.15
2001.8,41942.5,85.0375,24.8
2001.8501,42207.625,84.2875,24.0875
2001.9,41752.5,84.375,27.2
2001.9375,42591,83.6375,31.1125
2002,42230,83.1375,27.8375
2002.0875,42460,83.7875,27.15
2002.1,42185.5,83.1375,25.4625
2002.1626,41991.125,84.1125,26.125
2002.2001,42399.375,83.6625,26.85
2002.2876,42200.75,83.4875,23.7125
2002.3,42156.375,83.5,23.7625
2002.3876,42434.75,82.3875,22.975
2002.4,43047.5,83.4625,23.6375
2002.4875,42127.875,83.9625,25.9625
2002.5,42044.125,83.4875,26.65
2002.5875,42017.375,84.2375,23.2875
2002.6,41904.625,83.7875,24.6625
2002.675,42303.375,84.2375,27.4875
2002.7001,42340.125,85.025,29.9875
2002.75,43153.5,83.4875,24.575
2002.8,43238.875,84.875,23.9625
2002.8876,42746.625,83.3375,25.5375
2002.9,42217.875,84.225,25.025
2002.975,42248.5,83.475,19.725
2003,42497.5,82.6625,20.4625
2003.0375,42716.25,84.0875,21.6
2003.1,42123.75,83.35,23.7
2003.2001,42133.875,85.1625,24.5625
2003.3,42136.375,82.8625,33.4625
2003.4,42421.375,83.5125,26.875
2003.4125,43292.875,82.8625,29.8125
2003.5,42537.5,83.45,31.2625
2003.6,42617.875,82.825,35.45
2003.6875,42374.625,82.5625,28.1625
2003.7001,42822.5,83.45,28.0375
2003.775,42076.875,83.1875,26.8125
2003.8,42973.75,83.9,27.7875
2003.9,42607.625,83.1875,25.45
2003.9375,42800.25,82.8875,25.35
2004.0375,42664,81,31.725
2004.1,42234.25,81.175,32.9125
2004.175,43005.125,81.175,27.7
2004.2001,42733.375,81.9625,27.875
2004.2125,42181.125,80.6625,37.2
2004.3,42831.125,81.775,39.2
2004.3125,42380.25,80.85,37.05
2004.4,42498.25,79.775,35.1125
2004.5,42146.875,79.175,43.425
2004.5375,42061.5,80.3875,40.8
2004.6,42443.25,79.95,39.4375
2004.625,42120,81.2875,37.4375
2004.7001,42123.25,80.725,40.4
2004.8,42202.25,81.3125,42.775
2004.8125,42204.625,79.625,40.5
2004.9,42501.5,80.6875,41.125
2005,42430.5,80.2125,33.1625
2005.075,42250.375,81.325,46.6625
2005.1,42972.25,78.9875,49.4625
2005.175,42658.75,81.0125,38.775
2005.3,43271.375,81.5625,32.5125
2005.375,42770.875,82.225,27.3375
2005.4,42593.125,81.4875,27.65
2005.475,43095.75,82.125,29.7
2005.5,43181,81.925,30.55
2005.55,43168.25,81.625,24.175
2005.6,42626,81.6375,26.5625
2005.6125,43865.125,81.175,32.0625
2005.7001,42842.125,81.4625,31.3125
2005.7876,42942.125,81.9125,30.0375
2005.8,42485,81.3125,30.0125
2005.8625,42788.625,79.3125,39.1875
2005.9,42734,81.325,39.2625
2005.975,42753.875,81.4875,27.1375
2006,42463.5,81.5,27.125
2006.0625,43524.625,80.7,30.05
2006.1,43631.375,81.8125,29.475
2006.175,43258.375,81,26.45
2006.2001,43107.5,81.3,26.0125
2006.2375,43188.25,80.55,28.575
2006.3,43147.125,81.15,26.9625
2006.3375,43304.25,80.6875,34.975
2006.4,43153.25,81.15,34.675
2006.5625,42773.125,80.8625,35.5375
2006.6,42751.25,79.475,39.4125
2006.6375,29352.375,91.6625,16.425
2006.7375,42867.75,79.475,37.7
2006.8,42707,80.8625,38.2875
2006.8625,33445.25,90.7,47.1625
2006.9,42700.125,75.2875,43.9875
2006.9875,42855.75,78.075,41.95
2007,42894.75,81,41.225
2007.0125,42864.625,75.325,42.6875
2007.3,42334.625,73.4375,44.2875
2007.4,42582.625,76.2125,38.1
2008.175,34478.25,88.7125,21.4875
2009.6,32560.625,89.0375,8.425
2009.6626,33178.75,89.225,24.375
2009.7001,33944.75,89.0125,28.3125
2009.7876,35469.375,88.725,10.425
2009.8,36281.625,89.1625,14.775
2009.8501,38378.875,88.0875,37.6
2009.9,38636.625,88.1,42.8125
2009.975,39981.625,88.8875,36.9375
2010,40943.5,88.2625,36.0375
2010.05,42553.625,87.8,37.1375
2010.1,42661.75,87.9375,36.8375
2010.2876,42206.25,88.25,21.4625
2010.3,42392.75,87.95,21.675
2010.3375,42539.25,87.7875,25.6375
2010.4,42352.5,88.4,26.125
2010.4375,44368.125,87.775,35
2010.5,44595.375,88.6625,36.475
2010.5625,44140.625,87.8,22.65
2010.6,43861.625,87.6625,22.7
2010.625,44222.75,87.4625,32.875
2010.7001,44654.875,87.4875,33.425
2010.7125,45808.125,88.425,27.8625
2010.8,45825.625,88.2875,29.5875
2011,36412.375,89.0125,5.3
2011.075,35793.625,89.1875,30.8
2011.1,36059.25,88.6875,33.8625
2011.2001,36456.375,88.75,21.3125
2011.2375,38218.875,88.275,27.75
2011.3,38376.875,87.35,29.4625
2011.3876,38917,87.3375,25.3375
2011.4,39728.375,87.175,27.2625
2011.4125,40542.125,87.9,30.7875
2011.5,41783,88.1125,30.8
2011.5125,42433.375,87.475,26.15
2011.6,42543.375,87.3375,28.4875
2011.7001,36318.5,89.025,11.725
2011.75,36253.5,87.175,11
2011.8,36419.375,88.725,10
2011.8375,37058,88.1125,24.15
2011.9,37413.125,88.55,24.6875
2011.9625,39331.625,87.3375,27.875
2012,39541.75,88.575,28.375
2012.0125,41851.75,87.025,34.4875
2012.1,41898.125,86.8875,36.4375
2012.1626,44418.5,86.8625,31.325
2012.2001,44232.375,88.1,32.8
2012.275,35296.875,88.7125,16.2375
2012.3,35188.5,88.2625,20.3125
2012.3501,35682.875,87.7875,45.2
2012.4,36860,87.775,43.0375
2012.4875,38673.25,88.5625,23.8375
2012.5,38307.625,88.4125,25.95
2012.5375,40028.25,86.85,28.1125
2012.6,41055.875,88.1,28.8625
2012.625,43471.25,86.8625,30.1375
2012.7001,43494,87,31.15
2012.7251,42671.125,87.3375,19.45
2012.8,42472.25,88.4125,20.4875
2012.9,42691.125,87.75,12.3875
2013,38011.875,88.0875,6.3
2013.0125,37897.625,88.1125,5.375
2013.1,37325.375,88.575,7.3625
2013.1125,37906.75,87.1625,20.5625
2013.2001,38494.875,88.1125,20.6125
2013.2876,37549.125,87.475,11.4
2013.3,37663.75,86.8625,14.4625
2013.3625,38151.125,85.95,11.45
2013.4,37892.375,87.0125,9.9875
2013.5,37347.5,86.7,16.15
2013.55,41057.375,87.1625,13.5
2013.6,39296.125,86.85,14.8375
2013.6125,37795.375,85.65,12.525
2013.7001,37825.25,87.5,13.4125
2013.7375,37824,86.5625,17.2875
2013.8,37730.625,87.5,18.1875
2013.8125,37733.125,86.25,16.9
2013.9,38180.375,87.625,18.4625
2013.975,40079,87.6375,27.1625
2014,41192.625,86.25,29.475
2014.0375,40321.625,86.8625,17.9125
2014.1,40749.25,86.6875,18.0125
2014.1125,41183.5,85.9375,17.2125
2014.2001,40422,87.0375,20.825
2014.25,40062.625,87.0375,24.3
2014.3,40099.75,87.175,24.575
2014.375,40982.25,86.575,17.6125
2014.4,41100.375,86.875,16.6
2014.45,40557.875,86.05,18.075
2014.5,40355.125,86.575,14.1125
2014.525,40223.625,87.35,15.375
2014.6,39729.375,86.7125,20
2014.625,40551.75,87.0375,18.1125
2014.7001,40178.375,87.475,20.7
2014.775,41129.5,85.4875,23.85
2014.8,40740.25,85.6375,19.3875
2014.8501,40778.125,85,16.7375
2014.9,40391.875,85.325,15.1
2014.9375,39711.25,85.3375,18.2625
2015,39687.25,87.025,18.825
2015.075,40382.125,85.3375,20.1875
2015.1,40448.375,85.3375,18.6125
2015.175,40736.625,85.925,16.7875
2015.2001,40553.125,85.475,17.975
2015.2251,40582.25,85.65,25.8375
2015.3,40517.125,85.95,24.125
2015.3625,40844.5,85,19.975
2015.4,39930.375,86.1,18.2125
2015.475,40710.5,85.325,19.025
2015.5,40032.125,85.175,17.375
2015.5875,39901.5,85.6375,16.25
2015.6,40477.5,85.625,11
2015.6125,40003.375,85.3,20.8875
2015.7001,40003.75,85.7875,17.8875
2015.7125,40111.25,85.325,11.925
2015.8,40363.375,85.9375,12.2125
2015.8375,40355.625,87.1625,18.5875
2015.9,40725.375,85.325,17.1125
2015.975,40505.75,85.7875,14.7625
2016,40862.25,84.7125,14.1875
2016.0375,40815.75,86.2625,19.225
2016.1,40291,85.0375,22.5625
2016.125,40553.75,85.0125,19.6125
2016.2001,40293.5,85.8125,20.35
2016.3,40677.125,85.95,32.4875
2016.3375,39610.5,85.1875,21.8
2016.4,39420.5,85.625,22.125
2016.425,40154.375,84.85,22.5625
2016.5,39694.5,86.5375,22.025
2016.575,40120.875,84.375,12.725
2016.6,40598.5,86.25,13.775
2016.675,39515.625,84.85,13.325
2016.7001,39878.75,85.0125,12.425
2016.8,40151.875,86.4,13.15
2016.8501,40593.875,86.25,11.25
2016.9,40068.875,86.3875,12.1125
2016.9625,40103.25,85.625,8.9125
2017,40532.25,85.5,5.4
2017.05,41699,86.8625,19.75
2017.1,42145.25,86.2375,19.3
2017.1875,41378.5,86.5375,11.0875
2017.2001,41556.75,85.5,11.7625
2017.2375,42018.875,84.85,21.5
2017.3,42306.375,85.9375,22.9875
2017.3625,41655.375,84.375,19.475
2017.4,42244.375,85.4875,19.475
2017.4625,42459.75,84.85,22.075
2017.5,42558.625,85.3125,22.6375
2017.5875,41410.625,84.4125,20.15
2017.6,42053.375,83.625,19.9625
2017.6125,41737.75,85.0125,26.0875
2017.7001,41709.125,86.0875,24
2017.7626,41706.625,85.4625,19.925
2017.8,41799.625,85.95,21.575
2017.9,42105.375,85.4625,15.875
2017.9625,41257.375,86.8625,15.5625
2018,41531.125,84.7125,18.7
2018.1,40991,84.9875,17
2018.175,40954.5,85.175,11.725
2018.2001,41180.625,85.0125,12.4
2018.25,41810,85.625,12.7875
